treatment,seed,lr,model_depth,retained_depth,mask,is_prefix,keeps_first,is_alternating,ce,accuracy,excess_ce,accuracy_change,full_ce,full_accuracy
dense6,2701,0.0003,6,3,000111,False,False,False,0.5738211870193481,0.8277778029441833,0.4897926598787308,-0.15555554628372192,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,111100,True,True,False,0.1569395661354065,0.980555534362793,0.07291103899478912,-0.0027778148651123047,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,111010,False,True,False,0.13753435015678406,0.980555534362793,0.05350582301616669,-0.0027778148651123047,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,111001,False,True,False,0.14674024283885956,0.9777777791023254,0.06271171569824219,-0.005555570125579834,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,110110,False,True,False,0.16276496648788452,0.9638888835906982,0.07873643934726715,-0.01944446563720703,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,110101,False,True,False,0.16731975972652435,0.9611111283302307,0.08329123258590698,-0.02222222089767456,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,110011,False,True,False,0.15607516467571259,0.9611111283302307,0.07204663753509521,-0.02222222089767456,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,101110,False,True,False,0.18141967058181763,0.9666666388511658,0.09739114344120026,-0.016666710376739502,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,101101,False,True,False,0.19501495361328125,0.949999988079071,0.11098642647266388,-0.03333336114883423,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,101011,False,True,False,0.2542785406112671,0.925000011920929,0.17025001347064972,-0.05833333730697632,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,100111,False,True,False,0.2217193841934204,0.9416666626930237,0.13769085705280304,-0.04166668653488159,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,011110,False,False,False,0.28091374039649963,0.9305555820465088,0.19688521325588226,-0.052777767181396484,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,011101,False,False,False,0.2745136320590973,0.9305555820465088,0.19048510491847992,-0.052777767181396484,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,011011,False,False,False,0.28074634075164795,0.9277777671813965,0.19671781361103058,-0.05555558204650879,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,010111,False,False,False,0.33880966901779175,0.9166666865348816,0.2547811418771744,-0.06666666269302368,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,4,001111,False,False,False,0.5156303644180298,0.8388888835906982,0.4316018372774124,-0.14444446563720703,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,5,111110,True,True,False,0.09505252540111542,0.9833333492279053,0.011023998260498047,0.0,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,5,111101,False,True,False,0.09762893617153168,0.9833333492279053,0.013600409030914307,0.0,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,5,111011,False,True,False,0.09453361481428146,0.980555534362793,0.010505087673664093,-0.0027778148651123047,0.08402852714061737,0.9833333492279053
dense6,2701,0.0003,6,5,110111,False,True,False,0.11481255292892456,0.9722222089767456,0.03078402578830719,-0.011111140251159668,0.08402852714061737,0.9833333492279053
